Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Industrial Energy Use (%),Household Energy Use (%),Carbon Emissions (Million Tons),Energy Price Index (USD/kWh),Cluster,PC1,PC2
Russia,2020,7315.65,8879.42,68.67,16.47,51.96,25.24,4308.62,0.12,2,1.0293632972705493,-1.8713020997516998
Brazil,2016,3352.14,10306.33,72.15,42.49,38.65,33.35,4148.5,0.06,2,-0.3606790319537995,-2.311030005231633
Australia,2009,7008.42,5950.78,14.05,14.12,39.87,29.27,2125.98,0.21,1,1.9421345304850224,-0.453710501816491
Canada,2011,8196.96,42951.03,45.49,33.45,21.13,16.47,4207.09,0.14,2,0.5079107906879251,-0.2035470067267395
UK,2024,2529.08,5858.6,85.38,25.36,40.94,23.0,982.27,0.41,1,-0.7695456657872516,-0.20344973922526277
USA,2019,7731.87,7336.52,27.96,32.16,47.1,25.86,2372.55,0.11,0,1.5400288722431172,-1.2636101662374915
Russia,2024,8063.26,12671.41,17.36,76.32,29.35,22.57,1199.78,0.47,0,1.2567005021278483,1.1080235298221428
Germany,2001,2568.61,28846.79,46.26,39.9,59.46,17.13,665.77,0.13,0,-1.035713512094163,-0.42668240765335325
Japan,2022,515.07,44068.92,84.08,32.74,58.99,13.74,4478.28,0.45,2,-1.8440339506825603,1.0319522039576092
USA,2015,2120.81,21202.29,46.38,54.85,31.31,13.52,1866.39,0.13,0,-0.8834127403928176,-0.9265342993447709
China,2014,2086.4,27541.15,39.41,57.84,48.52,18.89,3437.7,0.07,0,-0.7558882865550373,-1.1378630805686019
Australia,2012,745.88,8741.23,60.27,78.86,21.2,22.08,1906.74,0.27,2,-1.2809710158114191,-0.893877077098959
UK,2017,7287.47,13664.32,84.64,48.22,46.63,30.49,2743.41,0.21,2,-0.0025174731181727794,-1.3312324047614863
USA,2019,3861.75,7129.33,9.17,62.68,44.96,39.55,1772.81,0.32,0,0.7648508100166787,0.11904759637218935
Germany,2021,8855.42,20790.98,18.04,36.75,52.89,36.92,3726.5,0.34,0,1.9375432902290983,0.52128940228823
Russia,2013,2596.49,29721.62,16.28,21.97,32.17,34.41,3942.99,0.47,1,0.5538970668772146,1.6385058893883169
UK,2017,4587.0,14558.97,12.25,40.09,55.12,34.41,2181.14,0.48,0,1.0752459452953025,1.322043404088221
Brazil,2001,6426.27,42376.79,30.68,39.31,54.32,27.88,4305.09,0.27,0,0.47424011501179303,0.6776078676087545
Japan,2001,8786.9,49071.3,24.49,39.44,46.78,17.58,1808.75,0.14,0,0.4501353129270275,0.5812848446497615
Australia,2002,5293.75,6447.67,51.64,58.68,38.89,24.16,3824.18,0.16,0,0.47746100890888754,-1.6256296476386007
USA,2004,3797.89,1384.07,32.82,38.42,44.74,14.28,3267.82,0.09,0,0.7691188899240918,-1.819440441719972
Australia,2024,8683.45,39593.96,39.44,76.79,49.2,26.99,2307.11,0.18,0,0.0880222274814332,0.03470607636825758
Australia,2015,3171.44,9936.81,85.06,78.79,59.01,10.69,4450.14,0.46,2,-0.7343008969143898,-0.39351511461181354
Australia,2021,886.29,17980.76,18.23,46.64,24.87,15.68,2882.65,0.21,1,-0.1610561396680741,-0.3028701620721381
Russia,2014,4505.92,20014.45,38.02,49.09,32.52,31.37,4208.9,0.33,1,0.4667949719740165,0.037562367100112126
Australia,2011,7872.42,45871.67,26.85,38.53,51.23,18.31,3680.0,0.49,1,0.8487830880087522,2.2074474204600762
Brazil,2008,404.73,33112.49,51.68,34.89,36.37,22.6,2686.24,0.1,0,-1.4168987623966547,-0.7427281520952074
China,2013,5900.23,2510.17,67.59,78.97,46.9,34.96,1665.78,0.4,2,-0.006310530468439502,-0.43539140072169613
Germany,2020,5985.19,1233.11,74.44,12.85,25.32,11.34,4758.13,0.36,2,1.1146829196425303,-0.9090320492118079
UK,2015,9292.56,10378.62,48.8,38.71,48.37,10.68,330.89,0.42,1,1.1845783830070993,0.5721874448968631
Brazil,2010,2936.0,16249.51,77.67,20.59,46.96,16.87,4477.71,0.11,2,-0.4198942561124532,-1.825675286687989
UK,2005,2860.48,24483.93,71.73,60.84,43.43,30.53,2556.65,0.28,2,-1.1968061564183712,-0.39116594132876675
Germany,2009,4460.79,41973.05,18.35,23.61,50.61,17.08,3756.27,0.33,1,0.42298350969569065,1.296174837290735
China,2007,3633.46,16083.48,25.86,71.93,55.2,35.91,1703.95,0.39,1,0.024554481115474418,0.6032089606644242
Canada,2015,7389.82,19138.59,62.1,36.21,53.17,20.56,1951.84,0.37,2,0.4542877854080736,0.24428869822809082
UK,2002,6453.35,16802.23,87.86,74.2,25.1,18.51,994.22,0.31,0,-0.858831362178438,-0.5808020771033248
UK,2001,7613.32,943.78,36.97,79.06,49.78,16.99,4773.99,0.26,0,1.4882627982152634,-1.2516043046815588
China,2015,8218.41,47782.48,24.53,63.98,37.99,27.22,264.33,0.47,0,0.06944605010969992,2.5071594193378317
USA,2018,9237.51,7380.3,78.88,53.62,33.36,35.69,1964.81,0.13,2,0.5154842098349762,-1.870215105173438
Brazil,2008,4366.27,14739.54,21.97,20.49,55.19,22.18,1706.77,0.14,1,0.7108966201419389,-0.6146370805741278
USA,2015,9848.5,6900.51,64.28,75.31,42.38,17.58,4074.73,0.1,0,1.059647708270202,-2.204010249957545
USA,2021,2235.04,24781.89,7.91,64.38,40.05,22.63,2532.87,0.1,0,-0.16825153744921012,-0.560296836502372
USA,2003,7172.22,46642.22,6.61,30.16,51.38,37.14,887.07,0.44,1,0.6982536648592954,2.593878461262475
Australia,2009,5386.69,5484.69,43.38,42.8,42.13,20.04,2569.61,0.32,2,0.7909778521506462,-0.4161091053704173
Japan,2018,8187.32,22324.4,60.81,14.74,54.32,29.67,1218.28,0.47,1,0.7614366373504258,1.1355076532055461
UK,2012,4820.03,1607.55,17.11,56.13,24.12,19.89,134.71,0.45,0,0.884246403792401,0.7756951629074575
USA,2017,7860.99,38659.46,69.93,18.77,51.05,30.24,2745.5,0.19,2,0.0034133507150962477,-0.17558621864032373
Brazil,2014,9308.67,32240.69,15.94,55.61,26.55,36.43,1834.02,0.34,0,1.2256086400672515,1.1376669870674445
Japan,2003,7349.71,35135.08,50.37,57.01,29.01,27.96,1232.5,0.22,0,-0.2428533175103056,0.1522795970949664
Japan,2008,7783.33,23880.65,31.21,32.72,27.18,38.42,902.58,0.44,1,0.9765574160492093,1.3869042725403118
USA,2003,765.04,45427.83,68.94,76.41,29.54,28.05,2295.78,0.38,2,-2.3957080199257716,0.9738483530919884
Russia,2015,2129.08,20773.09,73.35,64.53,49.27,39.25,4354.62,0.11,2,-1.1596163275148696,-1.7636576288621009
USA,2020,9745.61,25947.21,10.62,44.77,46.21,31.71,3802.74,0.16,0,1.939646251347704,-0.25258185040045883
Russia,2014,6962.55,34916.82,21.37,74.3,29.19,29.58,72.92,0.35,0,0.002176165369603008,1.3501334432863699
USA,2023,5658.35,26267.75,80.87,69.91,30.81,34.89,3669.19,0.16,0,-0.8050627888653475,-1.2957382672924938
Brazil,2001,3733.07,9872.11,40.33,58.46,23.97,10.33,409.97,0.29,1,-0.20367065452456218,-0.18963463521254106
Russia,2013,539.45,16195.0,45.52,20.71,36.58,17.72,2762.61,0.16,0,-0.532879720880406,-0.9078466042715087
Australia,2002,3754.45,5068.58,19.28,44.8,35.14,16.48,3911.23,0.36,1,1.1616703551830987,-0.0528790306571034
Japan,2021,5039.24,21914.37,89.57,70.51,25.83,13.33,2293.79,0.08,2,-1.288186525541894,-1.8758407828559571
USA,2022,2193.45,30664.91,83.46,52.62,53.39,38.13,1914.64,0.37,2,-1.7338202769502118,0.30875316044009476
Japan,2003,1814.05,6367.23,5.17,48.19,54.1,13.93,4700.39,0.2,1,0.9497583742063936,-0.8462822651125648
USA,2000,5133.32,31714.06,51.81,76.87,24.36,17.89,194.87,0.25,0,-1.0497088359839952,0.21034784836199022
UK,2022,5900.45,44697.17,79.14,11.16,30.65,20.05,574.57,0.27,1,-1.0360350653466575,0.6730858526759862
UK,2008,2475.19,17217.32,41.6,10.84,49.44,28.74,4358.13,0.14,0,0.32034924388142266,-1.0754780448763204
India,2016,5915.16,11490.64,42.13,72.5,54.8,33.02,4436.88,0.47,0,0.8379168806058802,0.3429621600895709
USA,2013,9013.37,44703.8,37.24,12.7,22.87,28.14,1895.02,0.05,0,0.6106278294336394,-0.173125075184615
India,2016,4784.42,34751.29,7.45,33.28,56.09,32.47,2723.98,0.22,1,0.592767252399616,0.6261436921534607
China,2000,8588.16,5717.05,72.17,74.68,22.47,22.06,863.76,0.11,0,0.13094173240577345,-1.9125492731805172
China,2009,9279.99,20701.54,43.83,58.38,45.35,39.87,4427.18,0.21,0,1.2710079618870422,-0.7483715857492329
Japan,2022,1014.7,33867.44,50.14,55.37,20.88,15.1,2371.87,0.1,0,-1.5450166355344248,-0.7365961441311111
Russia,2015,1048.53,28932.0,26.73,55.99,57.13,21.99,2842.24,0.22,0,-0.7369791704005472,0.02193285262691033
USA,2024,4812.84,31118.08,71.65,32.24,34.15,34.97,634.4,0.14,0,-1.0373412128253015,-0.5833833365274398
Germany,2018,5922.21,28573.19,72.47,47.14,45.95,17.4,3093.37,0.3,2,-0.37514951087391485,-0.12816669012724036
USA,2023,4316.25,40004.04,52.0,54.1,27.38,32.53,3494.33,0.06,0,-0.8397172641145116,-0.8757472481569863
USA,2024,3331.86,16361.13,81.89,31.4,32.85,20.93,1508.85,0.28,2,-0.9011576154775714,-0.5879456897371919
Germany,2002,6445.84,35568.89,14.85,65.68,49.89,15.33,4485.93,0.18,0,0.6909403538810085,-0.01158180181603997
China,2011,120.61,49558.43,71.86,32.52,58.92,22.1,1059.33,0.19,1,-2.578396088091446,0.3287810178615726
India,2002,9683.93,19802.96,52.48,15.0,59.68,33.54,4492.04,0.21,2,1.7010924032690156,-0.7284088071605791
Japan,2014,2397.58,39656.89,24.64,24.1,52.39,13.36,3531.55,0.34,1,-0.15167765200442138,1.1973479799356181
China,2016,9179.28,12682.41,16.25,38.59,53.89,25.48,4162.71,0.39,2,2.3802505960206806,0.46545751703722504
Germany,2017,1179.25,14453.89,30.59,73.56,58.78,32.24,3510.48,0.2,0,-0.4545124734641212,-0.846527891649989
USA,2006,2457.06,46775.76,77.79,39.1,21.61,32.55,2170.7,0.47,1,-1.774153059904539,1.5953369295736537
China,2018,2425.25,1783.95,71.95,16.29,26.81,21.69,1691.29,0.39,1,-0.18447291816756478,-0.3396349355758517
Brazil,2006,9961.91,11262.65,59.84,23.75,22.11,23.99,3683.66,0.23,2,1.6521222874607178,-0.9745033564850091
UK,2004,145.55,24404.57,12.68,48.11,40.05,35.7,1525.91,0.09,1,-0.7295894362296685,-0.5164512935699487
USA,2007,6432.42,20391.46,86.16,22.44,58.34,16.25,356.19,0.3,2,-0.4700920072274287,-0.18992492760529114
Canada,2020,8709.9,31643.9,30.96,14.48,43.3,39.78,1272.68,0.33,1,1.1463983922362577,1.0879826249562519
Germany,2015,6755.51,10039.74,56.59,60.04,42.22,22.58,3788.41,0.11,0,0.5450740297657506,-1.8384559210020759
Australia,2015,3691.06,3992.08,73.26,64.9,53.07,18.26,3976.44,0.43,2,-0.1287315359678279,-0.5147841363768503
Russia,2018,9587.26,18782.0,16.29,69.54,57.16,10.08,1419.21,0.22,0,1.3795429520961067,-0.07111994194184036
Australia,2024,8945.86,26455.58,60.44,69.08,47.94,13.75,1673.22,0.12,0,0.03876931445895996,-0.9830125208546594
China,2014,4396.15,28319.09,7.75,36.55,55.82,32.7,2769.23,0.28,0,0.7042061273739294,0.7015058094338013
USA,2006,5775.95,30273.93,13.65,61.41,27.01,29.48,1346.74,0.24,0,0.30297711522269655,0.5422274327192229
Russia,2004,9678.44,27658.77,66.47,50.85,40.14,17.4,3050.56,0.34,2,0.6270343960910806,0.15258342413411877
Russia,2022,9827.35,12664.72,18.18,11.64,34.58,37.81,1446.12,0.13,1,2.163386788754873,-0.6099010426292942
Japan,2010,4553.25,38345.21,42.7,38.11,33.3,35.07,648.33,0.06,0,-0.8209232743414301,-0.401931826924155
Australia,2009,8488.77,4845.12,26.11,13.7,28.57,18.08,816.42,0.26,1,1.8895369947023783,-0.20661574501872806
USA,2024,3089.6,10318.52,40.8,15.83,55.76,19.9,1290.22,0.12,1,0.11991618323575062,-1.0878500948047778
Japan,2020,3780.95,37099.21,11.56,13.92,38.01,15.54,881.13,0.12,0,0.04871271062303818,0.38461445191026694
India,2022,1731.74,14346.44,69.17,77.27,41.21,29.28,4873.0,0.36,2,-0.8483210879155597,-0.634517810304494
Australia,2008,2170.93,24926.94,11.72,69.09,31.05,31.03,3308.93,0.17,0,-0.14488639415624682,-0.31869788194309007
UK,2000,6603.05,16696.29,76.22,40.74,58.51,21.88,937.33,0.43,1,-0.12521710748929024,0.40512472233599867
UK,2019,5156.74,25595.57,61.32,27.36,44.45,32.11,2148.32,0.28,2,-0.17295841880585253,-0.012331748744064635
Japan,2000,2388.21,17659.46,40.41,15.07,20.03,39.75,1382.19,0.32,1,-0.0883167419021339,0.33132216526006353
India,2007,4088.81,49713.3,78.65,40.18,30.72,28.36,3438.42,0.19,2,-1.510970872007481,-0.06083517886376661
Brazil,2002,3794.52,18195.14,20.82,52.02,59.97,29.48,4343.02,0.15,0,0.5826523521860083,-0.860868668650684
Brazil,2001,9874.87,31538.95,27.49,65.8,58.99,21.22,2034.09,0.12,0,0.8941434497506333,-0.3700026918269759
UK,2003,8550.3,44472.99,16.66,13.61,41.78,10.32,2172.74,0.37,1,1.2108767543024153,1.8918471516043807
Canada,2018,3940.87,32077.78,37.43,39.25,42.56,38.62,2022.41,0.36,1,-0.23746056362772802,0.9776874122061215
Germany,2010,9147.77,28509.93,88.87,78.38,56.06,33.17,2273.66,0.27,0,-0.47853715246884737,-0.5407738478925128
Germany,2004,3492.09,28676.86,18.69,18.45,48.34,30.87,227.47,0.4,1,0.12813126141251088,1.6324525930761347
Canada,2023,6712.22,25074.81,75.63,38.02,57.29,10.89,2983.39,0.41,2,0.007777151218289149,0.38042933167636145
Japan,2009,9669.83,40475.23,60.41,29.25,39.17,32.77,4762.59,0.25,2,0.821270614613088,0.08647506297764358
Germany,2023,3963.76,2995.99,6.34,19.38,59.04,30.1,3937.35,0.34,1,1.8196988411953712,0.031022894259351147
Germany,2022,6830.86,44313.93,85.32,68.73,41.58,27.07,4313.99,0.46,0,-0.8399084020422426,0.9793065847904203
Australia,2007,3029.65,29521.46,87.54,58.8,45.79,28.71,1184.22,0.09,0,-1.9802193312021248,-1.3282116429157897
Australia,2012,2736.49,42519.22,83.62,38.81,23.3,37.55,3055.54,0.06,2,-1.8517350154693706,-1.0995877285367521
Canada,2004,5784.15,1014.44,47.65,35.83,44.47,10.2,4470.2,0.26,0,1.2692723623228217,-1.1872514754390613
USA,2011,9794.72,43529.18,23.73,67.94,50.71,14.71,389.6,0.2,0,0.3614816393785051,0.7841851114825855
India,2012,4586.03,6446.81,38.26,16.35,37.57,36.84,4392.41,0.09,0,1.111078216569057,-1.7436992102739728
Japan,2021,9382.61,36200.29,57.21,20.28,40.1,10.25,369.28,0.12,0,0.24666567423124267,-0.21030584301935737
Australia,2007,9152.2,21117.81,37.2,73.46,35.73,37.11,4916.19,0.17,0,1.2524245755796417,-0.9933188198164576
Australia,2014,2612.25,34213.08,65.19,67.2,58.76,10.89,465.41,0.09,0,-1.953597440280613,-0.7963023231846769
Brazil,2012,4078.01,31595.39,72.62,64.24,39.06,33.38,1871.43,0.19,0,-1.3618808474297484,-0.5754198979491458
India,2000,6468.69,8588.13,22.8,53.68,25.05,36.73,320.51,0.11,0,0.7483020436292932,-0.9910287462645051
Brazil,2021,5228.65,25973.38,39.42,30.47,21.15,28.38,331.03,0.33,1,0.003549875025281098,0.7928346814587579
USA,2005,1049.99,14222.91,86.41,75.44,50.9,29.24,4338.11,0.36,2,-1.4339670012763202,-0.8034315105592665
India,2010,9937.61,28241.62,26.23,44.43,41.91,11.52,364.85,0.4,0,1.2021609183708155,1.4162764914201496
Germany,2012,7551.27,37031.16,34.45,29.64,20.11,16.33,3973.48,0.44,2,0.9902544960277357,1.4820927401433748
Brazil,2020,4433.17,4522.29,8.03,35.59,35.3,36.98,4539.06,0.05,0,1.5560241738533822,-1.7332180040636809
UK,2019,6219.87,26030.24,33.25,11.18,56.56,34.71,4678.5,0.13,0,1.1375495830100082,-0.7105583853111189
Japan,2000,966.97,31072.68,36.53,27.86,57.91,11.79,4327.02,0.42,1,-0.3315350670104016,1.051671695542966
Germany,2010,5003.49,15120.69,13.49,23.16,22.14,34.39,4778.06,0.06,0,1.4370629639243604,-1.3236191245421256
India,2010,9315.24,47673.67,5.12,19.49,24.94,22.7,306.38,0.35,1,1.153803756436855,2.2598377409711343
UK,2007,8976.35,26254.99,53.91,12.25,20.19,26.82,4983.21,0.13,0,1.3662333418267547,-1.0124471416207086
USA,2021,3440.07,9534.6,30.63,25.88,54.75,13.25,151.42,0.28,1,0.25817816760363443,0.03523270054360853
UK,2002,5360.54,5835.52,6.52,17.25,22.84,21.96,874.25,0.48,1,1.6803641899644084,1.3234198925933942
Australia,2018,7004.1,27312.15,78.1,13.16,24.32,23.05,450.69,0.34,2,-0.22827088830489325,0.4399568787174905
Canada,2011,3466.09,19074.3,54.67,19.61,29.1,30.08,3732.78,0.22,2,0.0741995266759865,-0.6800760026355652
UK,2005,742.3,10031.08,19.55,24.17,56.69,29.73,480.79,0.36,1,-0.014843376688193292,0.619224897179548
Russia,2022,5103.87,2019.58,78.55,39.12,47.53,26.47,1498.79,0.05,2,-0.2416144640546582,-2.4282265538332184
USA,2007,6056.19,28546.7,26.55,50.86,44.68,10.94,3208.48,0.48,0,0.7365992448809597,1.4963036396554994
Germany,2004,157.83,30130.71,24.33,32.56,51.39,14.85,2515.18,0.21,1,-0.7271146303425998,0.17458232401335697
Brazil,2009,1046.2,7519.23,81.04,19.89,47.73,14.81,724.32,0.49,1,-0.9934639949795808,0.42458216643401814
China,2021,2152.18,30286.03,20.25,75.82,49.84,36.63,2631.6,0.35,1,-0.5474116516058181,0.8548450597585692
USA,2015,3545.72,47622.65,79.71,46.04,22.95,37.05,1736.28,0.18,0,-1.9440158837796044,-0.032061364205649465
Russia,2011,5456.41,48925.63,73.25,61.93,43.59,34.19,2950.4,0.33,0,-1.2780858374353337,0.7602318683302831
Australia,2016,3009.04,44480.4,31.33,58.61,50.13,15.25,2715.55,0.22,0,-0.8996839209596671,0.561813275205395
Brazil,2005,2834.22,40450.39,7.92,29.94,42.63,35.2,4948.06,0.34,1,0.44439788581093875,1.2605962836859463
Japan,2008,8706.56,10863.71,12.02,49.19,20.47,15.63,4324.41,0.41,2,2.3381305912219132,0.5036013207454757
China,2009,1536.0,8243.54,14.31,52.15,28.44,26.64,68.15,0.26,1,-0.11641916794793473,-0.012111568291598164
UK,2019,5005.06,22524.91,80.72,34.63,58.52,32.02,921.26,0.15,2,-0.8997189682265762,-1.0187704207088604
Russia,2013,9532.96,31171.77,39.34,56.95,48.19,11.55,4570.03,0.49,2,1.3487397943320234,1.3039403305283175
UK,2013,6287.63,42608.59,7.77,65.35,47.54,27.94,2720.31,0.24,0,0.3532539484953865,0.909637846631661
Japan,2016,7200.33,11982.17,52.31,35.49,46.41,17.53,3809.37,0.13,2,0.9709930618774617,-1.4924049254212657
USA,2024,4369.25,24242.57,22.68,11.04,25.11,24.94,2542.36,0.38,1,0.8226192819991345,1.049288214487333
Canada,2015,297.33,32548.29,24.99,34.45,20.16,21.52,3939.53,0.34,1,-0.47902360936927085,0.822880564412355
Russia,2003,6496.69,22556.9,18.67,18.18,37.63,30.6,707.23,0.42,1,1.101300774415554,1.470125683902217
India,2001,6356.05,22982.59,69.77,20.89,37.77,24.68,3702.61,0.05,2,0.16265362492083196,-1.7009092264689638
Germany,2015,1193.23,11643.3,5.05,35.62,52.47,19.05,4354.55,0.21,1,0.7412243058191994,-0.4963506854304095
India,2000,4675.38,49339.71,42.31,24.53,27.26,37.31,1364.96,0.19,2,-0.7551981901614764,0.7348620425838667
Canada,2002,9161.76,24022.07,12.38,75.44,31.0,38.77,1873.41,0.47,0,1.3931986517865604,1.53262547437846
Japan,2022,2130.34,26870.73,51.95,55.7,23.13,34.06,2973.38,0.21,0,-0.942903926482476,-0.46587952347792666
India,2010,4664.88,11318.68,34.41,46.29,36.0,27.42,4347.8,0.29,1,0.8668554597430109,-0.4773458983432943
Australia,2015,4664.92,25949.77,7.41,10.68,30.24,36.53,4543.58,0.05,0,1.2557181333090786,-0.8095551537933192
Russia,2017,8126.54,13139.8,44.18,17.25,30.52,28.05,2695.41,0.41,2,1.5450926127456215,0.4794598668453636
Australia,2014,8263.3,10515.64,53.5,65.19,30.16,14.46,3307.42,0.1,0,0.8019389381165066,-1.7927445283435224
China,2008,7616.77,14148.25,26.05,37.28,29.26,10.52,4370.91,0.45,2,1.8587877344829988,0.7060520545102893
Canada,2011,3718.0,636.6,70.07,13.18,32.79,31.78,1194.92,0.38,1,0.1353801923564469,-0.337090911254515
China,2017,813.17,28722.48,36.54,67.79,41.47,32.57,4134.81,0.3,2,-0.8578272817890874,0.13386502415626353
China,2004,3559.88,19680.26,68.69,31.19,37.51,37.77,1346.18,0.39,1,-0.6137923350167018,0.3687656632723565
China,2023,6829.93,44985.11,54.22,37.04,22.54,34.73,2925.97,0.41,2,-0.10852760370845682,1.4374721687293373
USA,2007,7057.19,2515.01,78.89,78.21,37.03,29.19,4676.59,0.39,2,0.5099712952240669,-1.0022336591911762
USA,2002,9653.5,2638.41,51.49,11.09,53.85,15.71,2581.9,0.35,2,2.0658182747541245,-0.3169073598316986
Canada,2001,4591.05,44350.74,20.78,60.49,24.03,27.82,512.38,0.45,0,-0.5202574107497293,2.2831042486585735
Brazil,2024,6361.11,6768.91,74.92,76.42,57.77,23.04,4484.26,0.24,2,0.1870174182906465,-1.6188199075855072
India,2018,5437.99,606.93,71.56,14.47,32.34,16.96,2945.6,0.3,2,0.7137519633864103,-1.0271342250448905
USA,2007,1591.12,9356.24,87.65,70.63,20.58,33.97,402.2,0.49,1,-1.6800764041435186,0.2380914242210529
UK,2001,4665.9,41281.87,12.95,39.14,30.13,14.49,102.12,0.22,0,-0.23779429511187294,1.0920459652996908
Australia,2018,5493.87,40234.35,55.25,71.46,22.79,28.91,1343.35,0.39,1,-0.9495440365567807,1.1739206832049873
USA,2000,9512.42,17336.54,46.79,31.58,42.66,28.32,645.43,0.23,1,1.0630327080695667,-0.23345013539424844
Japan,2021,3728.74,33567.53,62.02,78.79,32.65,19.11,3160.75,0.26,0,-1.1800073667234372,-0.17264289191471238
China,2012,9802.98,25608.86,88.32,55.29,52.28,22.88,3003.74,0.2,2,0.09689245962527236,-1.0357476984361247
USA,2022,5468.77,45284.38,50.24,53.9,49.31,13.5,4212.36,0.12,0,-0.5338373097196143,-0.3891849865244512
Canada,2019,2500.45,3292.96,63.29,66.41,38.74,10.77,2591.14,0.49,2,-0.3693555269180277,0.09439168850194879
Australia,2016,1997.48,40752.37,34.51,40.56,42.42,10.39,1302.95,0.25,1,-1.0949490769788537,0.789952910254271
Australia,2002,1502.78,8944.63,30.41,28.11,44.35,15.23,298.9,0.18,1,-0.23897689232186367,-0.5918930912020315
Brazil,2008,4584.04,19885.23,33.5,28.41,30.83,36.01,102.0,0.34,1,0.15654981687467845,0.7330127444121795
Germany,2004,317.07,10001.88,8.28,33.14,25.58,25.68,4632.6,0.1,0,0.5138841193510679,-1.259761214506494
Germany,2005,4505.95,35279.41,29.2,53.21,35.06,13.51,765.34,0.29,0,-0.43786707101789313,0.9067261947580758
India,2003,9885.21,34077.15,19.7,68.69,23.79,37.16,2521.01,0.31,0,1.1679332883628815,0.850076077370652
UK,2016,6734.06,27620.93,43.88,44.97,32.59,27.07,3984.18,0.14,0,0.5014714430093589,-0.7892999115008673
Russia,2020,7621.88,35059.07,44.17,38.24,42.1,10.84,4646.73,0.48,2,0.9016724437409764,1.3883698658701582
Canada,2020,1278.15,32158.46,70.04,65.57,41.6,32.88,1048.39,0.32,1,-2.0255703564497196,0.30896480865434073
Japan,2020,4783.7,38933.88,47.69,30.28,24.82,24.2,1198.07,0.15,0,-0.6507583326321402,0.03499164108563054
USA,2015,2933.61,12350.63,44.36,58.23,20.33,25.99,939.76,0.43,1,-0.3598157411703277,0.5857710490348887
Canada,2015,8951.57,21731.17,24.69,17.41,23.56,28.4,836.71,0.19,1,1.4302126889316427,0.03629383504297343
UK,2021,1894.8,8005.51,77.46,17.93,21.45,12.83,2302.03,0.38,1,-0.5375042672281182,-0.31830148598309876
Germany,2010,4641.46,21764.88,12.74,55.08,36.02,38.43,3197.73,0.33,1,0.7511799191293913,0.5450307958373303
Canada,2001,5921.67,35233.74,88.5,15.79,35.59,17.66,3545.99,0.12,2,-0.622231457472781,-1.0507822089549959
USA,2016,5189.01,34723.86,45.47,20.85,29.66,28.65,1669.63,0.09,0,-0.24494797145567104,-0.4553240011992348
Brazil,2014,8319.41,35616.63,20.81,53.71,28.62,35.67,3137.87,0.32,1,1.0104349186328028,0.9312394462449793
India,2017,2391.39,15783.99,35.12,40.67,35.86,19.96,61.72,0.35,1,-0.3963081036664189,0.5587720146992683
Brazil,2009,3836.17,33279.59,6.31,49.29,23.46,28.83,4446.95,0.11,0,0.4646886808165021,-0.3223449397667655
Germany,2005,7941.63,18689.58,19.15,78.39,28.57,39.67,4355.27,0.13,0,1.2546430718640305,-1.0270908555907257
China,2020,5327.91,47252.36,33.5,54.24,36.23,35.55,2743.22,0.07,0,-0.548016033380306,-0.19835081717612985
Germany,2015,4080.96,17496.64,52.13,51.36,23.79,33.38,1254.68,0.11,0,-0.5159726564215547,-1.1636464072872394
India,2004,391.48,30349.4,16.01,36.61,53.63,23.18,4862.53,0.31,1,-0.09657017374579345,0.5691517332241277
USA,2011,7558.52,37632.21,62.46,54.16,47.04,23.54,4062.68,0.14,0,-0.09323810510277347,-0.7052287685145789
UK,2005,9724.6,45367.17,76.76,10.91,35.32,24.57,133.92,0.18,2,-0.2559667885521595,0.284461265808657
Russia,2013,6240.84,22177.47,53.65,49.01,26.02,30.71,2374.72,0.3,0,0.15288167843846787,-0.0351241961739492
Brazil,2022,8579.76,18344.01,30.24,14.82,27.77,14.33,555.29,0.24,1,1.3475801816403898,0.16226524548407917
Germany,2015,5217.07,21786.39,15.32,25.41,24.8,35.83,704.59,0.43,1,0.8264489860148224,1.5092768782899566
UK,2024,2393.64,16522.97,6.32,49.42,26.4,10.54,56.48,0.31,1,0.06607963014868613,0.712842356012213
Brazil,2006,242.98,32869.26,67.2,56.76,36.9,15.1,3454.18,0.11,2,-1.8879746288611363,-1.088111092130391
Germany,2001,6568.64,46669.48,58.42,36.94,29.83,24.45,1299.98,0.22,1,-0.7067646362446673,0.551638268590833
India,2005,4981.78,6740.51,45.48,39.33,55.38,17.56,1558.97,0.17,1,0.38282799322172406,-1.121709114153007
Brazil,2008,7842.77,28265.64,13.67,44.86,58.44,20.97,282.82,0.17,0,0.8018457938048709,0.2692332587333637
Germany,2006,6977.36,44933.61,22.6,63.14,47.65,19.98,89.33,0.17,0,-0.323793371876495,0.7256766571263707
USA,2001,9880.73,5455.67,74.29,11.23,52.35,18.07,3973.98,0.24,2,1.695152642830007,-1.3175936356562623
India,2018,5152.09,24946.34,45.79,41.29,30.2,21.41,3323.98,0.11,0,0.08885387933598636,-0.9999257892994464
UK,2007,4329.03,43328.86,86.84,11.0,46.6,25.16,1942.48,0.16,2,-1.376151351820762,-0.2846517489120928
UK,2010,2938.72,45072.38,90.0,32.34,22.32,24.29,396.0,0.37,1,-2.154488542258396,1.0363562327892746
Russia,2024,4820.93,25960.43,73.06,46.39,58.41,34.36,3890.25,0.42,2,-0.3399930911373873,0.3547274350754826
